Year,Oscar,Movie,Total Gross,Days shown in year,Release date
2011,BEST PICTURE,The Descendants,False,82584160,45,2011-11-16 00:00:00,
2011,BEST PICTURE,Extremely Loud & Incredibly Close,False,31847881,6,2011-12-25 00:00:00,
2011,BEST PICTURE,The Help,False,169708112,143,2011-08-10 00:00:00,
2011,BEST PICTURE,Hugo,False,73864507,38,2011-11-23 00:00:00,
2011,BEST PICTURE,Midnight in Paris,False,56817045,225,2011-05-20 00:00:00,
2011,BEST PICTURE,Moneyball,False,75605492,99,2011-09-23 00:00:00,
2011,BEST PICTURE,The Tree of Life,False,13303319,218,2011-05-27 00:00:00,
2011,BEST PICTURE,War Horse,False,79884879,6,2011-12-25 00:00:00,
2012,BEST PICTURE,Amour,False,6739492,11,2012-12-19 00:00:00,
2012,BEST PICTURE,Argo,True,136025503,79,2012-10-12 00:00:00,
2012,BEST PICTURE,Beasts of the Southern Wild,False,12795746,186,2012-06-27 00:00:00,
2012,BEST PICTURE,Django Unchained,False,162805434,5,2012-12-25 00:00:00,
2012,BEST PICTURE,Les Misérables,False,,,,
2012,BEST PICTURE,Life of Pi,False,124987023,39,2012-11-21 00:00:00,
2012,BEST PICTURE,Lincoln,False,182207973,51,2012-11-09 00:00:00,
2012,BEST PICTURE,Silver Linings Playbook,False,132092958,44,2012-11-16 00:00:00,
2012,BEST PICTURE,Zero Dark Thirty,False,95720716,11,2012-12-19 00:00:00,
2013,BEST PICTURE,American Hustle,False,150117807,18,2013-12-13 00:00:00,
2013,BEST PICTURE,Captain Phillips,False,107100855,81,2013-10-11 00:00:00,
2013,BEST PICTURE,Dallas Buyers Club,False,27298285,60,2013-11-01 00:00:00,
2013,BEST PICTURE,Gravity,False,274092705,88,2013-10-04 00:00:00,
2013,BEST PICTURE,Her,False,,,,
2013,BEST PICTURE,Nebraska,False,17654912,46,2013-11-15 00:00:00,
2013,BEST PICTURE,Philomena,False,37709979,39,2013-11-22 00:00:00,
2013,BEST PICTURE,12 Years a Slave,True,56671993,74,2013-10-18 00:00:00,
2013,BEST PICTURE,The Wolf of Wall Street,False,116900694,6,2013-12-25 00:00:00,
2014,BEST PICTURE,American Sniper,False,350126372,6,2014-12-25 00:00:00,
2014,BEST PICTURE,Birdman or (The Unexpected Virtue of Ignorance),True,,,,
2014,BEST PICTURE,Boyhood,False,25352281,173,2014-07-11 00:00:00,
2014,BEST PICTURE,The Grand Budapest Hotel,False,59100318,299,2014-03-07 00:00:00,
2014,BEST PICTURE,The Imitation Game,False,91125683,33,2014-11-28 00:00:00,
2014,BEST PICTURE,Selma,False,52076908,6,2014-12-25 00:00:00,
2014,BEST PICTURE,The Theory of Everything,False,35893537,54,2014-11-07 00:00:00,
2014,BEST PICTURE,Whiplash,False,13092000,82,2014-10-10 00:00:00,
